,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
10,0.033111572265625,0.03302001953125,0.033111572265625,0.033172607421875,0.032989501953125,0.0330810546875,0.033203125,0.033233642578125,0.03314208984375,0.033050537109375,0.033294677734375,0.03314208984375,0.03314208984375,0.0330810546875,0.033111572265625,0.03302001953125,0.03314208984375,0.03314208984375,0.0330810546875,0.03314208984375,0.0330810546875,0.032989501953125,0.0330810546875,0.03302001953125,0.03314208984375,0.033203125,0.03314208984375,0.033172607421875,0.03326416015625,0.033233642578125,0.03314208984375,0.033203125
11,0.03326416015625,0.03314208984375,0.033233642578125,0.0333251953125,0.033111572265625,0.033203125,0.033355712890625,0.03338623046875,0.03326416015625,0.033172607421875,0.033416748046875,0.033294677734375,0.03326416015625,0.033233642578125,0.033233642578125,0.03314208984375,0.033294677734375,0.03326416015625,0.033203125,0.03326416015625,0.033203125,0.033111572265625,0.033203125,0.03314208984375,0.033294677734375,0.033355712890625,0.03326416015625,0.0333251953125,0.033416748046875,0.03338623046875,0.033294677734375,0.033355712890625
12,0.03338623046875,0.03326416015625,0.033355712890625,0.033447265625,0.033233642578125,0.033294677734375,0.033477783203125,0.03350830078125,0.03338623046875,0.0333251953125,0.033538818359375,0.033447265625,0.03338623046875,0.033355712890625,0.03338623046875,0.033233642578125,0.033416748046875,0.033416748046875,0.0333251953125,0.03338623046875,0.0333251953125,0.033233642578125,0.0333251953125,0.03326416015625,0.03338623046875,0.033447265625,0.033355712890625,0.033447265625,0.033538818359375,0.03350830078125,0.033416748046875,0.033477783203125
13,0.03369140625,0.03363037109375,0.03369140625,0.033782958984375,0.03369140625,0.03369140625,0.033843994140625,0.033843994140625,0.03375244140625,0.03369140625,0.033843994140625,0.033782958984375,0.033721923828125,0.03369140625,0.03369140625,0.033477783203125,0.033660888671875,0.03369140625,0.033599853515625,0.03363037109375,0.033599853515625,0.033477783203125,0.033538818359375,0.03350830078125,0.03363037109375,0.03375244140625,0.033599853515625,0.033660888671875,0.0338134765625,0.03375244140625,0.03369140625,0.033721923828125
14,0.034027099609375,0.033935546875,0.034027099609375,0.03411865234375,0.03399658203125,0.033966064453125,0.034149169921875,0.034149169921875,0.034027099609375,0.03399658203125,0.034088134765625,0.0340576171875,0.034027099609375,0.03399658203125,0.03399658203125,0.033782958984375,0.033935546875,0.03399658203125,0.033843994140625,0.033935546875,0.03387451171875,0.03375244140625,0.03387451171875,0.033782958984375,0.033935546875,0.0340576171875,0.03387451171875,0.033966064453125,0.034088134765625,0.0340576171875,0.033966064453125,0.033966064453125
15,0.03411865234375,0.0340576171875,0.034149169921875,0.03424072265625,0.03411865234375,0.034088134765625,0.034271240234375,0.034271240234375,0.034149169921875,0.03411865234375,0.03424072265625,0.0341796875,0.0341796875,0.03411865234375,0.03411865234375,0.033905029296875,0.0340576171875,0.03411865234375,0.033966064453125,0.0340576171875,0.03399658203125,0.03387451171875,0.03399658203125,0.033935546875,0.034088134765625,0.034210205078125,0.034027099609375,0.03411865234375,0.03424072265625,0.034210205078125,0.034088134765625,0.034088134765625
16,0.03436279296875,0.0343017578125,0.034423828125,0.034515380859375,0.03436279296875,0.034332275390625,0.034515380859375,0.0345458984375,0.034393310546875,0.03436279296875,0.034515380859375,0.034454345703125,0.034454345703125,0.03436279296875,0.03436279296875,0.034149169921875,0.034332275390625,0.034393310546875,0.03424072265625,0.034271240234375,0.034271240234375,0.034088134765625,0.034271240234375,0.0341796875,0.034332275390625,0.034423828125,0.0343017578125,0.034393310546875,0.034515380859375,0.034454345703125,0.034332275390625,0.034332275390625
17,0.0345458984375,0.034454345703125,0.03460693359375,0.034698486328125,0.034576416015625,0.0345458984375,0.034759521484375,0.0347900390625,0.034637451171875,0.03460693359375,0.03472900390625,0.03466796875,0.03466796875,0.03460693359375,0.03460693359375,0.034393310546875,0.0345458984375,0.03460693359375,0.034454345703125,0.03448486328125,0.03448486328125,0.034332275390625,0.034515380859375,0.03436279296875,0.034576416015625,0.034637451171875,0.034515380859375,0.03460693359375,0.03472900390625,0.03466796875,0.0345458984375,0.0345458984375
18,0.034820556640625,0.034698486328125,0.034912109375,0.03497314453125,0.03497314453125,0.03485107421875,0.03509521484375,0.03509521484375,0.034942626953125,0.034881591796875,0.035003662109375,0.034942626953125,0.035003662109375,0.034912109375,0.034912109375,0.03472900390625,0.034881591796875,0.034912109375,0.0347900390625,0.0347900390625,0.0347900390625,0.03466796875,0.034820556640625,0.034698486328125,0.034912109375,0.034942626953125,0.034881591796875,0.034912109375,0.0350341796875,0.03497314453125,0.034881591796875,0.034820556640625
19,0.035125732421875,0.0350341796875,0.03521728515625,0.0352783203125,0.0352783203125,0.03515625,0.035400390625,0.035369873046875,0.035247802734375,0.03515625,0.035247802734375,0.035247802734375,0.0352783203125,0.035247802734375,0.035186767578125,0.0350341796875,0.035186767578125,0.035186767578125,0.035064697265625,0.035064697265625,0.03509521484375,0.03497314453125,0.03515625,0.035003662109375,0.03521728515625,0.035247802734375,0.03515625,0.03521728515625,0.03533935546875,0.035247802734375,0.03515625,0.035125732421875
20,0.035430908203125,0.035308837890625,0.0355224609375,0.03558349609375,0.035614013671875,0.03546142578125,0.035675048828125,0.03570556640625,0.035552978515625,0.03546142578125,0.0355224609375,0.035552978515625,0.03558349609375,0.035552978515625,0.035491943359375,0.03533935546875,0.035491943359375,0.035430908203125,0.035400390625,0.035369873046875,0.035369873046875,0.0352783203125,0.0355224609375,0.035308837890625,0.0355224609375,0.0355224609375,0.03546142578125,0.0355224609375,0.03564453125,0.0355224609375,0.035491943359375,0.03546142578125
21,0.035614013671875,0.035491943359375,0.035736083984375,0.035797119140625,0.035858154296875,0.03564453125,0.035858154296875,0.035919189453125,0.035736083984375,0.03564453125,0.03570556640625,0.03570556640625,0.035736083984375,0.035736083984375,0.035675048828125,0.0355224609375,0.03570556640625,0.03558349609375,0.035552978515625,0.035552978515625,0.03558349609375,0.03546142578125,0.035736083984375,0.035491943359375,0.035736083984375,0.03570556640625,0.035614013671875,0.035736083984375,0.03582763671875,0.03570556640625,0.035675048828125,0.03564453125
22,0.03594970703125,0.035736083984375,0.0360107421875,0.03607177734375,0.036102294921875,0.035919189453125,0.0361328125,0.036163330078125,0.0360107421875,0.035858154296875,0.03594970703125,0.03594970703125,0.0360107421875,0.0360107421875,0.03594970703125,0.035797119140625,0.035980224609375,0.035888671875,0.03582763671875,0.03582763671875,0.03582763671875,0.03570556640625,0.0360107421875,0.035736083984375,0.0360107421875,0.03594970703125,0.035888671875,0.0360107421875,0.036102294921875,0.035980224609375,0.03594970703125,0.035888671875
23,0.03619384765625,0.035919189453125,0.0362548828125,0.03631591796875,0.03631591796875,0.0361328125,0.036376953125,0.036407470703125,0.036224365234375,0.036102294921875,0.036163330078125,0.03619384765625,0.036224365234375,0.036224365234375,0.036224365234375,0.0360107421875,0.03619384765625,0.0361328125,0.03607177734375,0.036041259765625,0.03607177734375,0.035919189453125,0.0362548828125,0.035980224609375,0.0362548828125,0.03619384765625,0.036102294921875,0.036224365234375,0.036346435546875,0.0362548828125,0.03619384765625,0.0361328125
24,0.03643798828125,0.0361328125,0.0364990234375,0.03656005859375,0.036529541015625,0.036346435546875,0.03662109375,0.03668212890625,0.0364990234375,0.036346435546875,0.036407470703125,0.036407470703125,0.036468505859375,0.03643798828125,0.036468505859375,0.0362548828125,0.03643798828125,0.036346435546875,0.036285400390625,0.0362548828125,0.036285400390625,0.0361328125,0.0364990234375,0.03619384765625,0.0364990234375,0.036468505859375,0.036346435546875,0.036468505859375,0.036590576171875,0.03656005859375,0.03643798828125,0.036346435546875
25,0.036773681640625,0.036468505859375,0.03680419921875,0.03692626953125,0.036834716796875,0.03668212890625,0.03692626953125,0.037017822265625,0.036834716796875,0.036651611328125,0.036773681640625,0.036773681640625,0.03680419921875,0.036773681640625,0.036834716796875,0.036590576171875,0.0367431640625,0.036651611328125,0.036590576171875,0.036590576171875,0.036590576171875,0.03643798828125,0.03680419921875,0.036529541015625,0.036834716796875,0.03680419921875,0.03668212890625,0.036773681640625,0.036895751953125,0.036895751953125,0.0367431640625,0.036651611328125
26,0.0369873046875,0.03668212890625,0.037017822265625,0.037139892578125,0.03704833984375,0.036895751953125,0.037139892578125,0.037261962890625,0.037078857421875,0.036895751953125,0.0369873046875,0.0369873046875,0.03704833984375,0.0369873046875,0.037078857421875,0.03680419921875,0.0369873046875,0.036865234375,0.036834716796875,0.03680419921875,0.03680419921875,0.03662109375,0.037017822265625,0.036712646484375,0.03704833984375,0.037017822265625,0.036865234375,0.0369873046875,0.037109375,0.037109375,0.036956787109375,0.036895751953125
27,0.037384033203125,0.037139892578125,0.037445068359375,0.03753662109375,0.03741455078125,0.037322998046875,0.037567138671875,0.037689208984375,0.0374755859375,0.03729248046875,0.03741455078125,0.037353515625,0.03741455078125,0.037384033203125,0.03741455078125,0.03717041015625,0.037384033203125,0.0372314453125,0.037261962890625,0.037200927734375,0.037200927734375,0.037017822265625,0.037384033203125,0.037078857421875,0.03741455078125,0.03741455078125,0.037200927734375,0.037384033203125,0.0374755859375,0.037506103515625,0.037322998046875,0.03729248046875
28,0.03765869140625,0.037384033203125,0.03765869140625,0.03778076171875,0.037628173828125,0.03759765625,0.03778076171875,0.037933349609375,0.037689208984375,0.03753662109375,0.03765869140625,0.03759765625,0.03765869140625,0.03759765625,0.03765869140625,0.03741455078125,0.03759765625,0.037506103515625,0.0374755859375,0.037445068359375,0.03741455078125,0.037261962890625,0.03759765625,0.03729248046875,0.03765869140625,0.03765869140625,0.03741455078125,0.03765869140625,0.0377197265625,0.037811279296875,0.037567138671875,0.037567138671875
29,0.03790283203125,0.037628173828125,0.03790283203125,0.03802490234375,0.037841796875,0.037811279296875,0.037994384765625,0.038177490234375,0.03790283203125,0.03778076171875,0.03790283203125,0.037872314453125,0.03790283203125,0.037811279296875,0.037872314453125,0.03765869140625,0.037841796875,0.03778076171875,0.0377197265625,0.037689208984375,0.03765869140625,0.037506103515625,0.037841796875,0.03753662109375,0.03790283203125,0.037933349609375,0.03765869140625,0.037933349609375,0.037994384765625,0.03802490234375,0.037811279296875,0.037841796875
30,0.038055419921875,0.037750244140625,0.038055419921875,0.038177490234375,0.037994384765625,0.0379638671875,0.038177490234375,0.038330078125,0.03802490234375,0.037933349609375,0.0380859375,0.038055419921875,0.0380859375,0.037994384765625,0.037994384765625,0.037811279296875,0.037994384765625,0.037933349609375,0.03790283203125,0.037841796875,0.037811279296875,0.03765869140625,0.03802490234375,0.0377197265625,0.038055419921875,0.038116455078125,0.037811279296875,0.038116455078125,0.03814697265625,0.038177490234375,0.0379638671875,0.03802490234375
31,0.0382080078125,0.037933349609375,0.038238525390625,0.038360595703125,0.03814697265625,0.038116455078125,0.038360595703125,0.03851318359375,0.038177490234375,0.038055419921875,0.038238525390625,0.038177490234375,0.038238525390625,0.03814697265625,0.038116455078125,0.0379638671875,0.03814697265625,0.0380859375,0.038055419921875,0.037994384765625,0.0379638671875,0.037811279296875,0.03814697265625,0.037872314453125,0.0382080078125,0.038299560546875,0.0379638671875,0.038238525390625,0.03826904296875,0.038330078125,0.038116455078125,0.03814697265625
32,0.03826904296875,0.03802490234375,0.038299560546875,0.0384521484375,0.0382080078125,0.038177490234375,0.038421630859375,0.03857421875,0.038238525390625,0.03814697265625,0.038330078125,0.03826904296875,0.038330078125,0.038238525390625,0.0382080078125,0.038055419921875,0.038238525390625,0.038177490234375,0.03814697265625,0.0380859375,0.03802490234375,0.037872314453125,0.0382080078125,0.037933349609375,0.038299560546875,0.038360595703125,0.03802490234375,0.038330078125,0.038330078125,0.03839111328125,0.038177490234375,0.0382080078125
33,0.038543701171875,0.03826904296875,0.038543701171875,0.038787841796875,0.0384521484375,0.038421630859375,0.0386962890625,0.038848876953125,0.03851318359375,0.038421630859375,0.038543701171875,0.038543701171875,0.03857421875,0.03851318359375,0.038482666015625,0.038330078125,0.03851318359375,0.038482666015625,0.038421630859375,0.038360595703125,0.03826904296875,0.038116455078125,0.0384521484375,0.03814697265625,0.03857421875,0.038604736328125,0.038299560546875,0.038604736328125,0.038604736328125,0.03863525390625,0.03839111328125,0.038482666015625
34,0.0386962890625,0.038421630859375,0.0386962890625,0.038970947265625,0.038604736328125,0.03857421875,0.038848876953125,0.039031982421875,0.038665771484375,0.03857421875,0.0386962890625,0.038726806640625,0.0386962890625,0.03863525390625,0.038604736328125,0.038482666015625,0.038665771484375,0.03863525390625,0.03857421875,0.03851318359375,0.038421630859375,0.038238525390625,0.038604736328125,0.03826904296875,0.0386962890625,0.038787841796875,0.0384521484375,0.03875732421875,0.03875732421875,0.038787841796875,0.038543701171875,0.038604736328125
35,0.038848876953125,0.038543701171875,0.038848876953125,0.03912353515625,0.038726806640625,0.0386962890625,0.03900146484375,0.039154052734375,0.038818359375,0.0386962890625,0.038848876953125,0.03887939453125,0.038848876953125,0.038787841796875,0.038726806640625,0.038604736328125,0.038818359375,0.03875732421875,0.038726806640625,0.038665771484375,0.038543701171875,0.038360595703125,0.03875732421875,0.038360595703125,0.038818359375,0.038909912109375,0.03857421875,0.03887939453125,0.038909912109375,0.038909912109375,0.038665771484375,0.038726806640625
36,0.03900146484375,0.0386962890625,0.03900146484375,0.039276123046875,0.038909912109375,0.038848876953125,0.0391845703125,0.03936767578125,0.038970947265625,0.03887939453125,0.039031982421875,0.0390625,0.039031982421875,0.0389404296875,0.03887939453125,0.03875732421875,0.038970947265625,0.038909912109375,0.038909912109375,0.038818359375,0.0386962890625,0.03851318359375,0.0389404296875,0.03851318359375,0.03900146484375,0.0390625,0.038726806640625,0.039031982421875,0.0390625,0.039093017578125,0.038818359375,0.038909912109375
37,0.039154052734375,0.038818359375,0.03912353515625,0.0394287109375,0.0390625,0.038970947265625,0.039337158203125,0.039520263671875,0.03912353515625,0.039031982421875,0.0391845703125,0.039215087890625,0.039154052734375,0.039093017578125,0.03900146484375,0.038909912109375,0.03912353515625,0.0390625,0.039031982421875,0.038970947265625,0.038818359375,0.038604736328125,0.0390625,0.03863525390625,0.039154052734375,0.039215087890625,0.038848876953125,0.0391845703125,0.0391845703125,0.039215087890625,0.0389404296875,0.0390625
38,0.039306640625,0.038970947265625,0.039306640625,0.039581298828125,0.039215087890625,0.03912353515625,0.039520263671875,0.039703369140625,0.039306640625,0.039215087890625,0.039337158203125,0.039398193359375,0.039276123046875,0.03924560546875,0.039154052734375,0.0390625,0.039276123046875,0.03924560546875,0.0391845703125,0.0391845703125,0.03900146484375,0.038787841796875,0.039215087890625,0.038787841796875,0.039337158203125,0.039398193359375,0.039031982421875,0.039337158203125,0.039337158203125,0.039398193359375,0.03912353515625,0.03924560546875
39,0.03948974609375,0.039154052734375,0.03948974609375,0.039764404296875,0.03936767578125,0.039306640625,0.03973388671875,0.039886474609375,0.03948974609375,0.0394287109375,0.039520263671875,0.03961181640625,0.039459228515625,0.039398193359375,0.039337158203125,0.039215087890625,0.0394287109375,0.039398193359375,0.03936767578125,0.03936767578125,0.0391845703125,0.03900146484375,0.0394287109375,0.038970947265625,0.039520263671875,0.039581298828125,0.039215087890625,0.03948974609375,0.03948974609375,0.03961181640625,0.039276123046875,0.0394287109375
40,0.039703369140625,0.0394287109375,0.039764404296875,0.040008544921875,0.03961181640625,0.03955078125,0.03997802734375,0.040130615234375,0.03973388671875,0.03961181640625,0.039764404296875,0.039886474609375,0.039703369140625,0.039642333984375,0.03961181640625,0.039459228515625,0.0396728515625,0.039642333984375,0.039642333984375,0.039642333984375,0.039459228515625,0.03924560546875,0.03973388671875,0.03924560546875,0.039794921875,0.039886474609375,0.0394287109375,0.039764404296875,0.039764404296875,0.039886474609375,0.039520263671875,0.0396728515625
41,0.039794921875,0.039520263671875,0.03985595703125,0.040130615234375,0.039703369140625,0.039642333984375,0.040069580078125,0.040252685546875,0.039825439453125,0.039703369140625,0.039886474609375,0.03997802734375,0.039794921875,0.03973388671875,0.039703369140625,0.03955078125,0.039764404296875,0.03973388671875,0.03973388671875,0.03973388671875,0.03955078125,0.039306640625,0.039825439453125,0.039337158203125,0.039886474609375,0.040008544921875,0.039520263671875,0.03985595703125,0.03985595703125,0.03997802734375,0.03961181640625,0.039764404296875
42,0.040008544921875,0.039764404296875,0.04010009765625,0.04034423828125,0.03997802734375,0.0399169921875,0.040313720703125,0.040496826171875,0.040069580078125,0.039947509765625,0.040130615234375,0.040252685546875,0.040008544921875,0.03997802734375,0.039947509765625,0.039764404296875,0.03997802734375,0.03997802734375,0.03997802734375,0.039947509765625,0.039764404296875,0.03955078125,0.040069580078125,0.03955078125,0.040130615234375,0.040191650390625,0.039764404296875,0.04010009765625,0.040069580078125,0.040191650390625,0.039886474609375,0.040008544921875
43,0.0401611328125,0.039947509765625,0.040283203125,0.04052734375,0.0401611328125,0.04010009765625,0.040496826171875,0.0406494140625,0.040252685546875,0.04010009765625,0.040313720703125,0.040435791015625,0.0401611328125,0.040130615234375,0.04010009765625,0.0399169921875,0.040130615234375,0.040130615234375,0.040130615234375,0.040130615234375,0.039947509765625,0.039703369140625,0.040252685546875,0.03973388671875,0.040313720703125,0.0404052734375,0.039947509765625,0.040252685546875,0.040252685546875,0.040374755859375,0.0400390625,0.0401611328125
44,0.04046630859375,0.040252685546875,0.04058837890625,0.040863037109375,0.04046630859375,0.0404052734375,0.04083251953125,0.04095458984375,0.040557861328125,0.040374755859375,0.0406494140625,0.040740966796875,0.04046630859375,0.04046630859375,0.040374755859375,0.04022216796875,0.0404052734375,0.04046630859375,0.040435791015625,0.040435791015625,0.04022216796875,0.040008544921875,0.04052734375,0.040008544921875,0.0406494140625,0.04071044921875,0.040283203125,0.040618896484375,0.04058837890625,0.04071044921875,0.04034423828125,0.04046630859375
45,0.040679931640625,0.04046630859375,0.040802001953125,0.04107666015625,0.0406494140625,0.040618896484375,0.041046142578125,0.041168212890625,0.040771484375,0.040557861328125,0.040863037109375,0.04095458984375,0.0406494140625,0.040679931640625,0.040557861328125,0.0404052734375,0.040557861328125,0.040679931640625,0.0406494140625,0.040618896484375,0.0404052734375,0.04022216796875,0.04071044921875,0.040191650390625,0.040863037109375,0.04095458984375,0.04052734375,0.040802001953125,0.040771484375,0.04095458984375,0.040557861328125,0.040679931640625
46,0.04083251953125,0.040679931640625,0.040985107421875,0.041290283203125,0.04083251953125,0.040802001953125,0.041229248046875,0.041351318359375,0.04095458984375,0.040740966796875,0.041046142578125,0.041168212890625,0.040802001953125,0.0408935546875,0.040740966796875,0.040618896484375,0.040740966796875,0.040863037109375,0.04083251953125,0.04083251953125,0.04058837890625,0.0404052734375,0.0408935546875,0.040435791015625,0.041046142578125,0.041168212890625,0.04071044921875,0.041015625,0.040985107421875,0.0411376953125,0.04071044921875,0.04083251953125
47,0.041107177734375,0.040924072265625,0.041229248046875,0.04156494140625,0.04107666015625,0.04107666015625,0.04150390625,0.0416259765625,0.041168212890625,0.040985107421875,0.04132080078125,0.041412353515625,0.04107666015625,0.041168212890625,0.041015625,0.040863037109375,0.040985107421875,0.04107666015625,0.041107177734375,0.041107177734375,0.04083251953125,0.040679931640625,0.0411376953125,0.040679931640625,0.041290283203125,0.04144287109375,0.040985107421875,0.041290283203125,0.041229248046875,0.04144287109375,0.040985107421875,0.041107177734375
48,0.0413818359375,0.041229248046875,0.041534423828125,0.041839599609375,0.0413818359375,0.041412353515625,0.041839599609375,0.0419921875,0.041473388671875,0.04132080078125,0.0416259765625,0.041717529296875,0.041351318359375,0.041473388671875,0.04132080078125,0.041168212890625,0.04132080078125,0.04144287109375,0.04144287109375,0.04144287109375,0.041168212890625,0.040985107421875,0.041473388671875,0.04095458984375,0.0416259765625,0.041778564453125,0.041290283203125,0.0416259765625,0.041595458984375,0.041778564453125,0.041290283203125,0.0413818359375
49,0.041748046875,0.04156494140625,0.0418701171875,0.04217529296875,0.04168701171875,0.041778564453125,0.04217529296875,0.0423583984375,0.04180908203125,0.041656494140625,0.0419921875,0.042083740234375,0.04168701171875,0.04180908203125,0.041656494140625,0.041534423828125,0.041656494140625,0.04180908203125,0.041778564453125,0.041839599609375,0.04150390625,0.04132080078125,0.04180908203125,0.041259765625,0.0419921875,0.042144775390625,0.0416259765625,0.0419921875,0.041961669921875,0.0421142578125,0.041656494140625,0.04168701171875
50,0.04205322265625,0.0418701171875,0.042205810546875,0.042510986328125,0.0419921875,0.04205322265625,0.042510986328125,0.042694091796875,0.0421142578125,0.0419921875,0.0423583984375,0.04241943359375,0.042022705078125,0.04217529296875,0.041961669921875,0.04180908203125,0.041961669921875,0.042083740234375,0.042083740234375,0.04217529296875,0.041778564453125,0.041656494140625,0.04205322265625,0.04156494140625,0.042327880859375,0.04248046875,0.041961669921875,0.042388916015625,0.04229736328125,0.042449951171875,0.0419921875,0.042022705078125
51,0.04229736328125,0.0421142578125,0.042449951171875,0.042755126953125,0.042205810546875,0.042266845703125,0.042755126953125,0.042938232421875,0.042327880859375,0.042236328125,0.042572021484375,0.042633056640625,0.042236328125,0.042388916015625,0.04217529296875,0.042022705078125,0.042205810546875,0.042327880859375,0.042327880859375,0.04241943359375,0.0419921875,0.041900634765625,0.04229736328125,0.04180908203125,0.042572021484375,0.042694091796875,0.042205810546875,0.0426025390625,0.042510986328125,0.04266357421875,0.042236328125,0.042236328125
52,0.04248046875,0.04248046875,0.042755126953125,0.04302978515625,0.042510986328125,0.042572021484375,0.04302978515625,0.043212890625,0.0426025390625,0.04248046875,0.042877197265625,0.04290771484375,0.04248046875,0.042633056640625,0.04241943359375,0.042266845703125,0.04248046875,0.042572021484375,0.042572021484375,0.042694091796875,0.042266845703125,0.042144775390625,0.04248046875,0.04205322265625,0.042816162109375,0.042877197265625,0.042449951171875,0.042816162109375,0.042755126953125,0.04290771484375,0.04248046875,0.042449951171875
53,0.042877197265625,0.04290771484375,0.04315185546875,0.043426513671875,0.042938232421875,0.042999267578125,0.04345703125,0.043609619140625,0.04302978515625,0.042877197265625,0.043304443359375,0.043304443359375,0.04290771484375,0.043060302734375,0.04278564453125,0.042694091796875,0.0428466796875,0.04302978515625,0.042999267578125,0.04315185546875,0.04266357421875,0.0426025390625,0.042938232421875,0.04254150390625,0.043243408203125,0.043304443359375,0.04290771484375,0.043243408203125,0.04315185546875,0.04327392578125,0.04290771484375,0.0428466796875
